ric,canonical_name,primary_group,evidence_group,matched_terms,segment_name,period_end,orig_announcement_dates,pit_date_available,raw_file,raw_row,raw_text,reason_code
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2018-12-31,2019-02-14,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,275,"IRM.N,518210,Global Data Center Business,FY2018,2018-12-31,228983000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2018-12-31,2019-02-14,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,275,"IRM.N,518210,Global Data Center Business,FY2018,2018-12-31,228983000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2019-12-31,2020-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,280,"IRM.N,518210,Global Data Center Business,FY2019,2019-12-31,257151000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2019-12-31,2020-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,280,"IRM.N,518210,Global Data Center Business,FY2019,2019-12-31,257151000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2020-12-31,2021-02-24,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,284,"IRM.N,518210,Global Data Center Business,FY2020,2020-12-31,279312000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2020-12-31,2021-02-24,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,284,"IRM.N,518210,Global Data Center Business,FY2020,2020-12-31,279312000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2021-12-31,2022-02-24,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,288,"IRM.N,518210,Global Data Center Business,FY2021,2021-12-31,326898000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2021-12-31,2022-02-24,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,288,"IRM.N,518210,Global Data Center Business,FY2021,2021-12-31,326898000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2022-12-31,2023-02-23,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,292,"IRM.N,518210,Global Data Center Business,FY2022,2022-12-31,401125000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2022-12-31,2023-02-23,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,292,"IRM.N,518210,Global Data Center Business,FY2022,2022-12-31,401125000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2023-12-31,2024-02-22,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,296,"IRM.N,518210,Global Data Center Business,FY2023,2023-12-31,495026000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2023-12-31,2024-02-22,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,296,"IRM.N,518210,Global Data Center Business,FY2023,2023-12-31,495026000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2024-12-31,2025-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,300,"IRM.N,518210,Global Data Center Business,FY2024,2024-12-31,620028000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2024-12-31,2025-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,300,"IRM.N,518210,Global Data Center Business,FY2024,2024-12-31,620028000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,memory_hbm_storage,data center,Global Data Center Business,2025-12-31,2026-02-12,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,304,"IRM.N,518210,Global Data Center Business,FY2025,2025-12-31,803429000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
IRM.N,Iron Mountain Incorporated,data_center_power_cooling,server_network,data center,Global Data Center Business,2025-12-31,2026-02-12,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_015.csv,304,"IRM.N,518210,Global Data Center Business,FY2025,2025-12-31,803429000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2016-06-30,2016-07-19,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,515,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2016,2016-06-30,25042000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2017-06-30,2017-07-20,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,520,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2017,2017-06-30,27440000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2018-06-30,2018-07-19,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,524,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2018,2018-06-30,32219000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2019-06-30,2019-07-18,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,528,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2019,2019-06-30,38985000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2020-06-30,2020-07-22,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,532,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2020,2020-06-30,48366000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2021-06-30,2021-07-27,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,536,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2021,2021-06-30,60080000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2022-06-30,2022-07-26,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,540,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2022,2022-06-30,75251000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2023-06-30,2023-07-25,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,544,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2023,2023-06-30,87907000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2024-06-30,2024-07-30,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,548,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2024,2024-06-30,105362000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MSFT.OQ,Microsoft Corporation,cloud_software,cloud_software,intelligent cloud,Intelligent Cloud,2025-06-30,2025-07-30,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,552,"MSFT.OQ,513210, 541512, 541511,Intelligent Cloud,FY2025,2025-06-30,106265000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MU.OQ,"Micron Technology, Inc.",memory_hbm_storage,memory_hbm_storage,data center,Core Data Center Business Unit,2025-08-28,2025-09-23,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,897,"MU.OQ,334413,Core Data Center Business Unit,FY2025,2025-08-28,7229000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
MU.OQ,"Micron Technology, Inc.",memory_hbm_storage,server_network,data center,Core Data Center Business Unit,2025-08-28,2025-09-23,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_019.csv,897,"MU.OQ,334413,Core Data Center Business Unit,FY2025,2025-08-28,7229000000",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2013-01-27,2013-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1130,"NVDA.OQ,513210,GPU,FY2013,2013-01-27,3251712000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2013-01-27,2013-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1130,"NVDA.OQ,513210,GPU,FY2013,2013-01-27,3251712000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2014-01-26,2014-02-12,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1134,"NVDA.OQ,513210,GPU,FY2014,2014-01-26,3468144000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2014-01-26,2014-02-12,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1134,"NVDA.OQ,513210,GPU,FY2014,2014-01-26,3468144000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2015-01-25,2015-02-11,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1138,"NVDA.OQ,513210,GPU,FY2015,2015-01-25,3838906000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2015-01-25,2015-02-11,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1138,"NVDA.OQ,513210,GPU,FY2015,2015-01-25,3838906000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2016-01-31,2016-02-17,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1142,"NVDA.OQ,513210,GPU,FY2016,2016-01-31,4187000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2016-01-31,2016-02-17,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1142,"NVDA.OQ,513210,GPU,FY2016,2016-01-31,4187000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2017-01-29,2017-02-09,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1146,"NVDA.OQ,513210,GPU,FY2017,2017-01-29,5822000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2017-01-29,2017-02-09,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1146,"NVDA.OQ,513210,GPU,FY2017,2017-01-29,5822000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2018-01-28,2018-02-08,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1150,"NVDA.OQ,513210,GPU,FY2018,2018-01-28,8137000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2018-01-28,2018-02-08,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1150,"NVDA.OQ,513210,GPU,FY2018,2018-01-28,8137000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2019-01-27,2019-02-14,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1154,"NVDA.OQ,513210,GPU,FY2019,2019-01-27,10175000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2019-01-27,2019-02-14,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1154,"NVDA.OQ,513210,GPU,FY2019,2019-01-27,10175000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,gpu_accelerator,GPU,GPU,2020-01-26,2020-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1158,"NVDA.OQ,513210,GPU,FY2020,2020-01-26,9465000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
NVDA.OQ,NVIDIA Corporation,gpu_accelerator,ai_semiconductor,GPU,GPU,2020-01-26,2020-02-13,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_020.csv,1158,"NVDA.OQ,513210,GPU,FY2020,2020-01-26,9465000000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2015-12-31,2016-01-27,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,849,"TER.OQ,334513,Robotics,FY2015,2015-12-31,41892000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2016-12-31,2017-01-25,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,855,"TER.OQ,334513,Robotics,FY2016,2016-12-31,99031000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2017-12-31,2018-01-24,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,861,"TER.OQ,334513,Robotics,FY2017,2017-12-31,170056000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2018-12-31,2019-01-23,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,867,"TER.OQ,334513,Robotics,FY2018,2018-12-31,261452000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2019-12-31,2020-01-22,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,873,"TER.OQ,334513,Robotics,FY2019,2019-12-31,298139000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2020-12-31,2021-01-27,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,879,"TER.OQ,334513,Robotics,FY2020,2020-12-31,279731000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2021-12-31,2022-01-26,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,885,"TER.OQ,334513,Robotics,FY2021,2021-12-31,375905000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2022-12-31,2023-01-25,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,891,"TER.OQ,334513,Robotics,FY2022,2022-12-31,403138000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2023-12-31,2024-01-31,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,897,"TER.OQ,334513,Robotics,FY2023,2023-12-31,375183000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2024-12-31,2025-01-29,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,901,"TER.OQ,334513,Robotics,FY2024,2024-12-31,364848000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
TER.OQ,"Teradyne, Inc.",robotics_autonomy,robotics_autonomy,robotics,Robotics,2025-12-31,2026-02-02,True,data/raw/ai_factor_v1/20260909T183801359195Z/segments_fy0_026.csv,905,"TER.OQ,334513,Robotics,FY2025,2025-12-31,308295000.0",LOCAL_LSEG_ORIG_SEGMENT_KEYWORD_MATCH
