Instrument,p_up,beta,group,eligible,reason_codes,rank,formation_session
CSCO.OQ,0.5001513880543343,0.8250749747183391,server_network,True,OK,15.0,2022-01-03
CDNS.OQ,0.4946721762857441,1.6042346709498403,cloud_software,True,OK,16.0,2022-01-03
TXN.OQ,0.4911905548873216,1.1014349930633085,ai_semiconductor,True,OK,17.0,2022-01-03
INTC.OQ,0.4828169556892512,1.029161037780766,gpu_accelerator,True,OK,18.0,2022-01-03
DELL.N,0.48208612522208344,0.9534857798931596,server_network,True,OK,19.0,2022-01-03
IRM.N,0.47823383684927767,0.8202444016796743,data_center_power_cooling,True,OK,20.0,2022-01-03
SNPS.OQ,0.4765385049743672,1.5644263823666624,cloud_software,True,OK,21.0,2022-01-03
NXPI.OQ,0.47591560326725324,1.5838742450256036,ai_semiconductor,True,OK,22.0,2022-01-03
NOW.N,0.47521415892863667,1.6289090265067074,cloud_software,True,OK,23.0,2022-01-03
JCI.N,0.4719539403828261,1.1712539430877915,data_center_power_cooling,True,OK,24.0,2022-01-03
ADI.OQ,0.46906907931603864,1.072573166086682,ai_semiconductor,True,OK,25.0,2022-01-03
ISRG.OQ,0.4639676829626878,1.2628083179915113,robotics_autonomy,True,OK,26.0,2022-01-03
ETN.N,0.4622845205782576,1.188796604728963,data_center_power_cooling,True,OK,27.0,2022-01-03
TRMB.OQ,0.4591759276338257,1.484339913789117,robotics_autonomy,True,OK,28.0,2022-01-03
ORCL.N,0.4553853408831278,0.9992174447033508,cloud_software,True,OK,29.0,2022-01-03
JNPR.N^G25,0.45506076106074933,0.9368063260937568,server_network,True,OK,30.0,2022-01-03
CARR.N,0.45288769711777066,1.1308589474418522,data_center_power_cooling,True,OK,31.0,2022-01-03
APTV.N,0.4514986892167147,1.406253020866428,robotics_autonomy,True,OK,32.0,2022-01-03
NTAP.OQ,0.4503098184919058,0.9559010631255052,memory_hbm_storage,True,OK,33.0,2022-01-03
HON.OQ,0.4479916098326013,0.9602836125084856,robotics_autonomy,True,OK,34.0,2022-01-03
DLR.N,0.44726433556173256,0.4764498430762048,data_center_power_cooling,True,OK,35.0,2022-01-03
TT.N,0.4452873326357203,1.0168672766296376,data_center_power_cooling,True,OK,36.0,2022-01-03
ROK.N,0.437162277352236,1.0571504444722015,robotics_autonomy,True,OK,37.0,2022-01-03
ZBRA.OQ,0.43505665075693906,1.4487030997680037,robotics_autonomy,True,OK,38.0,2022-01-03
IBM.N,0.42531791860862067,0.4935290294319016,cloud_software,True,OK,39.0,2022-01-03
WDC.OQ,0.42220073812149594,1.3773037621656683,memory_hbm_storage,True,OK,40.0,2022-01-03
MPWR.OQ,0.41587631069507686,1.272345860572334,ai_semiconductor,True,OK,41.0,2022-01-03
AMT.N,0.41294072906297885,0.5565048531399778,data_center_power_cooling,True,OK,42.0,2022-01-03
EQIX.OQ,0.3971633220681156,0.3034879444054858,data_center_power_cooling,True,OK,43.0,2022-01-03
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-01-03
TT.N,0.7631104952392587,0.846836441594186,data_center_power_cooling,True,OK,1.0,2022-02-02
INTC.OQ,0.7594485178163362,0.9701456628397076,gpu_accelerator,True,OK,2.0,2022-02-02
CSCO.OQ,0.7461547919327027,0.850476452045221,server_network,True,OK,3.0,2022-02-02
MU.OQ,0.7390835248297574,1.3581018196660726,memory_hbm_storage,True,OK,4.0,2022-02-02
DLR.N,0.7363697660945728,0.5780550686257696,data_center_power_cooling,True,OK,5.0,2022-02-02
JCI.N,0.7294721070138538,0.9911621382386128,data_center_power_cooling,True,OK,6.0,2022-02-02
CARR.N,0.7232722172881211,0.9904546098025484,data_center_power_cooling,True,OK,7.0,2022-02-02
TER.OQ,0.7193420912781282,1.8525380893118093,robotics_autonomy,True,OK,8.0,2022-02-02
WDC.OQ,0.7090202636945675,1.0725029091316154,memory_hbm_storage,True,OK,9.0,2022-02-02
IBM.N,0.7050743580991128,0.3381725711438148,cloud_software,True,OK,10.0,2022-02-02
JNPR.N^G25,0.704342458480741,1.009925039879773,server_network,True,OK,11.0,2022-02-02
ANET.N,0.7000235598102054,1.41156158335499,server_network,True,OK,12.0,2022-02-02
ROK.N,0.6984195788125481,0.9396910532588912,robotics_autonomy,True,OK,13.0,2022-02-02
MSFT.OQ,0.6823108205677748,1.1866413583227855,cloud_software,True,OK,14.0,2022-02-02
AMT.N,0.6807948210995342,0.7454181975088215,data_center_power_cooling,True,OK,15.0,2022-02-02
NTAP.OQ,0.6777132658729774,1.028596735508315,memory_hbm_storage,True,OK,16.0,2022-02-02
ETN.N,0.6748243613687902,0.9912204038201338,data_center_power_cooling,True,OK,17.0,2022-02-02
ORCL.N,0.6712579033487274,0.94303373052754,cloud_software,True,OK,18.0,2022-02-02
EQIX.OQ,0.6701460850512905,0.6298855751497218,data_center_power_cooling,True,OK,19.0,2022-02-02
IRM.N,0.6689064421575054,0.8531574244709147,data_center_power_cooling,True,OK,20.0,2022-02-02
HON.OQ,0.6555839497666863,0.7409102620376582,robotics_autonomy,True,OK,21.0,2022-02-02
TXN.OQ,0.6548757843610978,1.083263845911598,ai_semiconductor,True,OK,22.0,2022-02-02
NVDA.OQ,0.6494693287690146,2.474933092159175,gpu_accelerator,True,OK,23.0,2022-02-02
QCOM.OQ,0.6428475418454845,1.5486965500103265,ai_semiconductor,True,OK,24.0,2022-02-02
ADI.OQ,0.6399470595869775,1.147679848493428,ai_semiconductor,True,OK,25.0,2022-02-02
AMZN.OQ,0.6333796204213216,1.270666458974936,cloud_software,True,OK,26.0,2022-02-02
TSLA.OQ,0.6314363857302917,1.88825540474852,robotics_autonomy,True,OK,27.0,2022-02-02
AVGO.OQ,0.6265809119143932,1.4180320009256384,gpu_accelerator,True,OK,28.0,2022-02-02
META.OQ,0.6228988819515157,1.3749231559275932,cloud_software,True,OK,29.0,2022-02-02
TRMB.OQ,0.6221441533198532,1.5637603179518778,robotics_autonomy,True,OK,30.0,2022-02-02
HPE.N,0.6217891534628338,0.8054463708852261,server_network,True,OK,31.0,2022-02-02
GOOG.OQ,0.61752699432195,1.255955102288424,cloud_software,True,OK,32.0,2022-02-02
APTV.N,0.6118638624576215,1.2072299759051404,robotics_autonomy,True,OK,33.0,2022-02-02
CDNS.OQ,0.6117846676421219,1.8268471967604951,cloud_software,True,OK,34.0,2022-02-02
DELL.N,0.6075660643128469,0.9020093404854438,server_network,True,OK,35.0,2022-02-02
AMD.OQ,0.6000906934272741,2.128293092338558,gpu_accelerator,True,OK,36.0,2022-02-02
SNPS.OQ,0.5961908790729811,1.775482937470063,cloud_software,True,OK,37.0,2022-02-02
ZBRA.OQ,0.5912274388490986,1.4772842101748302,robotics_autonomy,True,OK,38.0,2022-02-02
NXPI.OQ,0.5883094586661648,1.7007192043373691,ai_semiconductor,True,OK,39.0,2022-02-02
STX.OQ,0.5794547709253428,1.2252764305847907,memory_hbm_storage,True,OK,40.0,2022-02-02
ISRG.OQ,0.566844384112654,1.563189712750579,robotics_autonomy,True,OK,41.0,2022-02-02
NOW.N,0.5043885291625376,1.8466166443412424,cloud_software,True,OK,42.0,2022-02-02
MPWR.OQ,0.5029601308782423,1.62918972612792,ai_semiconductor,True,OK,43.0,2022-02-02
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-02-02
APTV.N,0.7086798659054421,1.4066896361752088,robotics_autonomy,True,OK,1.0,2022-03-04
AMD.OQ,0.6920991439026412,2.356239628989425,gpu_accelerator,True,OK,2.0,2022-03-04
ANET.N,0.6798687840048752,1.5933512058464718,server_network,True,OK,3.0,2022-03-04
MU.OQ,0.670084076212285,1.5063697763540425,memory_hbm_storage,True,OK,4.0,2022-03-04
DELL.N,0.662988228568376,0.7777357884857794,server_network,True,OK,5.0,2022-03-04
INTC.OQ,0.65881514556342,1.0610436931114522,gpu_accelerator,True,OK,6.0,2022-03-04
QCOM.OQ,0.6521338096473895,1.7526512520364053,ai_semiconductor,True,OK,7.0,2022-03-04
AVGO.OQ,0.6454614746619726,1.4477687360933904,gpu_accelerator,True,OK,8.0,2022-03-04
HPE.N,0.6438845778067469,0.8501538321270563,server_network,True,OK,9.0,2022-03-04
NVDA.OQ,0.6416034230814892,2.5242906221613923,gpu_accelerator,True,OK,10.0,2022-03-04
NOW.N,0.6399889861240846,1.869432490813468,cloud_software,True,OK,11.0,2022-03-04
MSFT.OQ,0.6355224715732617,1.2379608192473497,cloud_software,True,OK,12.0,2022-03-04
GOOG.OQ,0.6307448558377564,1.2602520658599412,cloud_software,True,OK,13.0,2022-03-04
CSCO.OQ,0.6272715545655441,0.8340616927894586,server_network,True,OK,14.0,2022-03-04
AMZN.OQ,0.6268357159311617,1.3614026376574977,cloud_software,True,OK,15.0,2022-03-04
JNPR.N^G25,0.616683501579817,1.0046773694413509,server_network,True,OK,16.0,2022-03-04
STX.OQ,0.6139647721231196,1.1740565558770262,memory_hbm_storage,True,OK,17.0,2022-03-04
NXPI.OQ,0.6124473428949446,1.868587579487184,ai_semiconductor,True,OK,18.0,2022-03-04
TSLA.OQ,0.6069607522759969,1.8962145766063327,robotics_autonomy,True,OK,19.0,2022-03-04
JCI.N,0.6057467039255818,1.0817446153916075,data_center_power_cooling,True,OK,20.0,2022-03-04
META.OQ,0.5975529381039576,1.8191997397434567,cloud_software,True,OK,21.0,2022-03-04
MPWR.OQ,0.5952222679135292,1.8109876108282696,ai_semiconductor,True,OK,22.0,2022-03-04
IBM.N,0.595040196040583,0.3914052897064337,cloud_software,True,OK,23.0,2022-03-04
TXN.OQ,0.5879804267676584,1.1655691305297118,ai_semiconductor,True,OK,24.0,2022-03-04
TRMB.OQ,0.5840817924071049,1.5002591715723612,robotics_autonomy,True,OK,25.0,2022-03-04
NTAP.OQ,0.5820730379949116,1.003012681816769,memory_hbm_storage,True,OK,26.0,2022-03-04
ADI.OQ,0.5797065324309641,1.3704544182019296,ai_semiconductor,True,OK,27.0,2022-03-04
WDC.OQ,0.5776804488810647,1.1008100923126027,memory_hbm_storage,True,OK,28.0,2022-03-04
TER.OQ,0.5757393391980978,1.8495070082068363,robotics_autonomy,True,OK,29.0,2022-03-04
ZBRA.OQ,0.5735994748375186,1.5027961037931945,robotics_autonomy,True,OK,30.0,2022-03-04
SNPS.OQ,0.565264798085122,1.826633106865164,cloud_software,True,OK,31.0,2022-03-04
CDNS.OQ,0.5648591167112045,1.7833720959761246,cloud_software,True,OK,32.0,2022-03-04
DLR.N,0.5569439345635216,0.6293256956969198,data_center_power_cooling,True,OK,33.0,2022-03-04
TT.N,0.5549841542766742,0.8785922658691028,data_center_power_cooling,True,OK,34.0,2022-03-04
HON.OQ,0.5530740634449335,0.9575381604351496,robotics_autonomy,True,OK,35.0,2022-03-04
ORCL.N,0.5448199799917548,1.0310291395454907,cloud_software,True,OK,36.0,2022-03-04
AMT.N,0.5435698977116228,0.6954969326415305,data_center_power_cooling,True,OK,37.0,2022-03-04
CARR.N,0.5432518719088902,1.0521206697288423,data_center_power_cooling,True,OK,38.0,2022-03-04
ETN.N,0.5395016178788564,1.0919926905106747,data_center_power_cooling,True,OK,39.0,2022-03-04
ROK.N,0.5307721982257576,1.033407700002373,robotics_autonomy,True,OK,40.0,2022-03-04
ISRG.OQ,0.5245956128944954,1.4770644261640469,robotics_autonomy,True,OK,41.0,2022-03-04
EQIX.OQ,0.4867001979007806,0.6430372355152726,data_center_power_cooling,True,OK,42.0,2022-03-04
IRM.N,0.44054881555626524,0.9488728552022042,data_center_power_cooling,True,OK,43.0,2022-03-04
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-03-04
INTC.OQ,0.6679392329501613,1.071292165584057,gpu_accelerator,True,OK,1.0,2022-04-04
QCOM.OQ,0.6602239524048035,1.8505006518118876,ai_semiconductor,True,OK,2.0,2022-04-04
HPE.N,0.6594987342907936,0.8457011442233752,server_network,True,OK,3.0,2022-04-04
DELL.N,0.6435611622266431,0.8780399880446864,server_network,True,OK,4.0,2022-04-04
NVDA.OQ,0.6269719714938929,2.660839748887874,gpu_accelerator,True,OK,5.0,2022-04-04
ORCL.N,0.6074536688567064,1.0112693779516404,cloud_software,True,OK,6.0,2022-04-04
AMD.OQ,0.6056443797805718,2.389440720464988,gpu_accelerator,True,OK,7.0,2022-04-04
AVGO.OQ,0.5896158013541078,1.4400247781905833,gpu_accelerator,True,OK,8.0,2022-04-04
JNPR.N^G25,0.5888802521045405,0.9590208431649342,server_network,True,OK,9.0,2022-04-04
CSCO.OQ,0.5818015359843611,0.7740249326777068,server_network,True,OK,10.0,2022-04-04
WDC.OQ,0.5759219658704678,1.3282866608498265,memory_hbm_storage,True,OK,11.0,2022-04-04
MU.OQ,0.5717601079886122,1.7748958190415804,memory_hbm_storage,True,OK,12.0,2022-04-04
TXN.OQ,0.5716653477671246,1.200028644161169,ai_semiconductor,True,OK,13.0,2022-04-04
NTAP.OQ,0.5715976951918574,0.9764619129166396,memory_hbm_storage,True,OK,14.0,2022-04-04
IBM.N,0.5702470762785474,0.3461784727805816,cloud_software,True,OK,15.0,2022-04-04
MPWR.OQ,0.5612761012033813,2.068851641144449,ai_semiconductor,True,OK,16.0,2022-04-04
ANET.N,0.5572333124405238,1.613926299814291,server_network,True,OK,17.0,2022-04-04
GOOG.OQ,0.5533707561012087,1.29153229893043,cloud_software,True,OK,18.0,2022-04-04
NXPI.OQ,0.5489434513031601,1.8178074732393472,ai_semiconductor,True,OK,19.0,2022-04-04
NOW.N,0.546936756539211,2.075178017863485,cloud_software,True,OK,20.0,2022-04-04
AMZN.OQ,0.5364101431941283,1.4106090530405595,cloud_software,True,OK,21.0,2022-04-04
ETN.N,0.5352199697918463,1.0402981681968684,data_center_power_cooling,True,OK,22.0,2022-04-04
MSFT.OQ,0.5347841953213028,1.2713584593683571,cloud_software,True,OK,23.0,2022-04-04
CARR.N,0.5267934879712814,1.1154535081809616,data_center_power_cooling,True,OK,24.0,2022-04-04
TER.OQ,0.5238934883603266,1.8988422472126385,robotics_autonomy,True,OK,25.0,2022-04-04
STX.OQ,0.5236042314889784,1.1373365821519064,memory_hbm_storage,True,OK,26.0,2022-04-04
HON.OQ,0.5092498909351693,0.9086135199029528,robotics_autonomy,True,OK,27.0,2022-04-04
ADI.OQ,0.5080699451630997,1.507393481255407,ai_semiconductor,True,OK,28.0,2022-04-04
IRM.N,0.5052336373837599,0.8500137752019236,data_center_power_cooling,True,OK,29.0,2022-04-04
JCI.N,0.48912127482959833,1.1154152662964902,data_center_power_cooling,True,OK,30.0,2022-04-04
CDNS.OQ,0.4787082362751418,1.7696633463305222,cloud_software,True,OK,31.0,2022-04-04
TT.N,0.45844912619071587,0.9653735315735402,data_center_power_cooling,True,OK,32.0,2022-04-04
TSLA.OQ,0.45752350896343547,1.9814009510759896,robotics_autonomy,True,OK,33.0,2022-04-04
ZBRA.OQ,0.45308863964908014,1.553704113903048,robotics_autonomy,True,OK,34.0,2022-04-04
TRMB.OQ,0.45248548218001516,1.5619489215137763,robotics_autonomy,True,OK,35.0,2022-04-04
SNPS.OQ,0.4458655939185247,1.850017837345612,cloud_software,True,OK,36.0,2022-04-04
ROK.N,0.44434193579390113,0.9273813059349808,robotics_autonomy,True,OK,37.0,2022-04-04
AMT.N,0.4356723385000884,0.6926593154947458,data_center_power_cooling,True,OK,38.0,2022-04-04
ISRG.OQ,0.4330616345041803,1.5100835933964196,robotics_autonomy,True,OK,39.0,2022-04-04
APTV.N,0.4292609882266256,1.5765829064827592,robotics_autonomy,True,OK,40.0,2022-04-04
DLR.N,0.4244003601997888,0.6819424849803952,data_center_power_cooling,True,OK,41.0,2022-04-04
META.OQ,0.40748090947643145,1.9737525714749,cloud_software,True,OK,42.0,2022-04-04
EQIX.OQ,0.3663647258553361,0.7701999599516282,data_center_power_cooling,True,OK,43.0,2022-04-04
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-04-04
ROK.N,0.8170973853140857,0.9085076541360072,robotics_autonomy,True,OK,1.0,2022-05-04
ANET.N,0.6804981166535291,1.6287423789932698,server_network,True,OK,2.0,2022-05-04
AMZN.OQ,0.6629882822342651,1.6333244509386615,cloud_software,True,OK,3.0,2022-05-04
ORCL.N,0.649987632635509,1.048290914640855,cloud_software,True,OK,4.0,2022-05-04
CSCO.OQ,0.6321160867178766,0.8110541312981533,server_network,True,OK,5.0,2022-05-04
JNPR.N^G25,0.6279357730410464,1.0220585356382772,server_network,True,OK,6.0,2022-05-04
CARR.N,0.6223728737031883,1.0236793846058068,data_center_power_cooling,True,OK,7.0,2022-05-04
IBM.N,0.6054644007803517,0.399892822629828,cloud_software,True,OK,8.0,2022-05-04
TT.N,0.6053939467735413,0.9288788624120748,data_center_power_cooling,True,OK,9.0,2022-05-04
TXN.OQ,0.6052465124177617,1.1273103091933456,ai_semiconductor,True,OK,10.0,2022-05-04
INTC.OQ,0.605240107980053,1.139028534647898,gpu_accelerator,True,OK,11.0,2022-05-04
AMT.N,0.5949998775497205,0.6539321384157762,data_center_power_cooling,True,OK,12.0,2022-05-04
TSLA.OQ,0.5941845890399737,1.863429700520796,robotics_autonomy,True,OK,13.0,2022-05-04
DLR.N,0.5927924462728007,0.6873023408997985,data_center_power_cooling,True,OK,14.0,2022-05-04
NTAP.OQ,0.5919309298893409,0.9246405941610264,memory_hbm_storage,True,OK,15.0,2022-05-04
NVDA.OQ,0.5909499966363287,2.577370658201169,gpu_accelerator,True,OK,16.0,2022-05-04
AVGO.OQ,0.5838723061304072,1.391698406548768,gpu_accelerator,True,OK,17.0,2022-05-04
TER.OQ,0.5828092711397083,1.7882924466491352,robotics_autonomy,True,OK,18.0,2022-05-04
ZBRA.OQ,0.5806557700618792,1.4660177224329938,robotics_autonomy,True,OK,19.0,2022-05-04
GOOG.OQ,0.5758114079458934,1.3279224027032877,cloud_software,True,OK,20.0,2022-05-04
MSFT.OQ,0.5700072358142672,1.30118907083602,cloud_software,True,OK,21.0,2022-05-04
IRM.N,0.5684616106520644,0.7911277279355905,data_center_power_cooling,True,OK,22.0,2022-05-04
ETN.N,0.5679541082332366,0.9487194937064318,data_center_power_cooling,True,OK,23.0,2022-05-04
ISRG.OQ,0.5653487975605894,1.5901690401138726,robotics_autonomy,True,OK,24.0,2022-05-04
TRMB.OQ,0.561128859404082,1.452587639928428,robotics_autonomy,True,OK,25.0,2022-05-04
JCI.N,0.55601330410125,1.048323284564416,data_center_power_cooling,True,OK,26.0,2022-05-04
HPE.N,0.5554256318545676,0.8716581222213612,server_network,True,OK,27.0,2022-05-04
HON.OQ,0.553653746319403,0.778779280219484,robotics_autonomy,True,OK,28.0,2022-05-04
CDNS.OQ,0.5497990550032118,1.633484812233006,cloud_software,True,OK,29.0,2022-05-04
ADI.OQ,0.5274352829298493,1.434979802864275,ai_semiconductor,True,OK,30.0,2022-05-04
DELL.N,0.5171840274930577,0.8649459764395704,server_network,True,OK,31.0,2022-05-04
NOW.N,0.5168974140890643,2.02653612915701,cloud_software,True,OK,32.0,2022-05-04
QCOM.OQ,0.5112853415901151,1.8756356443090367,ai_semiconductor,True,OK,33.0,2022-05-04
SNPS.OQ,0.509568146880635,1.7584048208712606,cloud_software,True,OK,34.0,2022-05-04
MU.OQ,0.5072828674745737,1.6987930897581764,memory_hbm_storage,True,OK,35.0,2022-05-04
NXPI.OQ,0.5057465903091679,1.6498148692970107,ai_semiconductor,True,OK,36.0,2022-05-04
EQIX.OQ,0.5039729232319121,0.8610925853346547,data_center_power_cooling,True,OK,37.0,2022-05-04
STX.OQ,0.49092982335301966,1.0787631863520268,memory_hbm_storage,True,OK,38.0,2022-05-04
APTV.N,0.48981251705145296,1.4645436684492998,robotics_autonomy,True,OK,39.0,2022-05-04
AMD.OQ,0.48297192335586325,2.3025278772039104,gpu_accelerator,True,OK,40.0,2022-05-04
META.OQ,0.41879610927315714,1.9916784459219727,cloud_software,True,OK,41.0,2022-05-04
MPWR.OQ,0.21501636618683423,2.0724512563092405,ai_semiconductor,True,OK,42.0,2022-05-04
WDC.OQ,0.16426340281299376,1.2292812537286968,memory_hbm_storage,True,OK,43.0,2022-05-04
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-05-04
HPE.N,0.7323075880266167,0.8950218019645845,server_network,True,OK,1.0,2022-06-03
IBM.N,0.63653776476493,0.4557427439642678,cloud_software,True,OK,2.0,2022-06-03
MSFT.OQ,0.6353489499324144,1.2483373291385913,cloud_software,True,OK,3.0,2022-06-03
DLR.N,0.63517311514281,0.6946221632722938,data_center_power_cooling,True,OK,4.0,2022-06-03
TXN.OQ,0.6262169557669957,1.0411024824866042,ai_semiconductor,True,OK,5.0,2022-06-03
ORCL.N,0.6225775793981372,1.0368707163454025,cloud_software,True,OK,6.0,2022-06-03
AVGO.OQ,0.6203625441727434,1.3549620170648695,gpu_accelerator,True,OK,7.0,2022-06-03
IRM.N,0.61512827655634,0.8147639177182645,data_center_power_cooling,True,OK,8.0,2022-06-03
WDC.OQ,0.6144230890865628,1.2264592326588548,memory_hbm_storage,True,OK,9.0,2022-06-03
HON.OQ,0.6053230455725266,0.7765636725308126,robotics_autonomy,True,OK,10.0,2022-06-03
NXPI.OQ,0.6028754019840399,1.5675033866517012,ai_semiconductor,True,OK,11.0,2022-06-03
ADI.OQ,0.5966544317999959,1.305982611970148,ai_semiconductor,True,OK,12.0,2022-06-03
INTC.OQ,0.5958600739385956,1.1191138557229563,gpu_accelerator,True,OK,13.0,2022-06-03
JNPR.N^G25,0.5905477845804196,1.041903456159028,server_network,True,OK,14.0,2022-06-03
STX.OQ,0.5903058506063363,1.1237464972896276,memory_hbm_storage,True,OK,15.0,2022-06-03
NTAP.OQ,0.5882475367392748,1.0033976519276144,memory_hbm_storage,True,OK,16.0,2022-06-03
CSCO.OQ,0.5827790514310747,0.8874511717904758,server_network,True,OK,17.0,2022-06-03
ETN.N,0.5754067399219044,0.8613966267913344,data_center_power_cooling,True,OK,18.0,2022-06-03
AMT.N,0.5648596974798703,0.6615670002993146,data_center_power_cooling,True,OK,19.0,2022-06-03
CARR.N,0.5503113517312443,1.012233188353311,data_center_power_cooling,True,OK,20.0,2022-06-03
EQIX.OQ,0.5476850091118941,0.8933902208010672,data_center_power_cooling,True,OK,21.0,2022-06-03
TT.N,0.5405782221967189,0.9107630790958908,data_center_power_cooling,True,OK,22.0,2022-06-03
JCI.N,0.5339644988923201,0.8580537834542173,data_center_power_cooling,True,OK,23.0,2022-06-03
ANET.N,0.5217946932954399,1.5749132609184338,server_network,True,OK,24.0,2022-06-03
MU.OQ,0.5096322704483464,1.6173831054850922,memory_hbm_storage,True,OK,25.0,2022-06-03
META.OQ,0.5074816896562784,1.878050371009561,cloud_software,True,OK,26.0,2022-06-03
TER.OQ,0.5067307360482499,1.752027304330061,robotics_autonomy,True,OK,27.0,2022-06-03
GOOG.OQ,0.5020852978759363,1.2656896190554665,cloud_software,True,OK,28.0,2022-06-03
TRMB.OQ,0.48992126957879534,1.464340621203838,robotics_autonomy,True,OK,29.0,2022-06-03
ISRG.OQ,0.4723655607638609,1.5499390533910438,robotics_autonomy,True,OK,30.0,2022-06-03
ROK.N,0.460784231677972,0.9542451148091236,robotics_autonomy,True,OK,31.0,2022-06-03
QCOM.OQ,0.4531922985271537,1.7021917567474556,ai_semiconductor,True,OK,32.0,2022-06-03
DELL.N,0.4437944950547834,1.0465338252980096,server_network,True,OK,33.0,2022-06-03
CDNS.OQ,0.4398893555452445,1.5836284695446785,cloud_software,True,OK,34.0,2022-06-03
ZBRA.OQ,0.43865086853637153,1.4538344569657504,robotics_autonomy,True,OK,35.0,2022-06-03
AMZN.OQ,0.43031155798982956,1.635315935912037,cloud_software,True,OK,36.0,2022-06-03
SNPS.OQ,0.4230710249020896,1.6300136566894254,cloud_software,True,OK,37.0,2022-06-03
TSLA.OQ,0.41894263743289806,2.075259537597951,robotics_autonomy,True,OK,38.0,2022-06-03
APTV.N,0.4099025653836523,1.5534423127789636,robotics_autonomy,True,OK,39.0,2022-06-03
NOW.N,0.3984084577246648,1.8805983370111168,cloud_software,True,OK,40.0,2022-06-03
NVDA.OQ,0.3774767055414303,2.482317462170636,gpu_accelerator,True,OK,41.0,2022-06-03
AMD.OQ,0.3629967779891721,2.289946040441088,gpu_accelerator,True,OK,42.0,2022-06-03
MPWR.OQ,0.3315583332051863,2.1828811592464734,ai_semiconductor,True,OK,43.0,2022-06-03
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2022-06-03
IBM.N,0.7882039295410134,0.4804587577779711,cloud_software,True,OK,1.0,2022-07-06
